1,aaaa,26300
2,konn,38289
3,abcd,4545852
4,aaaa,47534
5,akaaaaa,16762
6,akaaaaa,70220
7,afffff,40057
8,addad,14855
9,aaaaaaaaaa,72609
10,qqqqqqqqqq,14862
11,ooooooo,47568
12,abd,30034
13,o,12757
14,cnt,47542
15,cnt,29330
16,aa,17125
17,ssssssssss,23555
18,aaaaaaaaaa,25574
19,aaa,16539
20,ああああああああああ,20190
21,aaa,15414
22,aaa,32703
23,aa,69040
24,cnt,38283
25,saaa,27013
